age,workclass,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,education_id,marital_status_id,occupation_id
28, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,7
56, Self-emp-not-inc, Husband, White, Male,0,0,45, United-States, <=50K,6,2,6
22, Private, Not-in-family, White, Female,0,0,15, United-States, <=50K,7,1,6
57, Private, Not-in-family, White, Female,0,0,45, United-States, >50K,1,3,2
39, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,2,3,6
26, Federal-gov, Unmarried, White, Female,0,0,15, United-States, <=50K,6,1,1
17, Private, Own-child, White, Male,0,0,10, United-States, <=50K,3,1,5
40, State-gov, Husband, White, Male,0,0,38, United-States, >50K,8,2,10
45, Private, Husband, Black, Male,0,0,40, United-States, <=50K,2,2,10
44, Private, Not-in-family, Black, Male,0,0,40, United-States, <=50K,2,1,7
20, Local-gov, Own-child, White, Female,0,0,10, United-States, <=50K,6,1,1
33, Private, Wife, White, Female,0,0,40, United-States, <=50K,2,2,7
23, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,6,1,6
46, Self-emp-not-inc, Not-in-family, White, Male,0,0,30, United-States, <=50K,4,3,2
38, Private, Husband, White, Male,0,0,50, United-States, <=50K,2,2,6
54, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,3,8
46, Private, Not-in-family, White, Female,0,2339,45, United-States, <=50K,12,3,7
25, Private, Husband, White, Male,0,0,40, United-States, <=50K,6,2,7
46, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,6,3,6
36, Local-gov, Wife, White, Female,0,0,40, United-States, <=50K,6,2,8
23, Private, Not-in-family, White, Female,0,0,25, United-States, <=50K,2,1,5
29, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,5,10
44, Private, Wife, White, Female,0,2415,6, United-States, >50K,6,2,1
19, Private, Own-child, White, Female,0,0,16, United-States, <=50K,6,1,1
19, Private, Other-relative, White, Female,0,0,40, United-States, <=50K,2,1,5
35, Private, Wife, White, Female,0,0,40, United-States, >50K,2,2,5
27, Private, Not-in-family, White, Male,0,0,50, United-States, <=50K,1,1,7
46, Self-emp-not-inc, Not-in-family, White, Male,0,0,40, United-States, <=50K,7,5,7
34, State-gov, Husband, White, Male,7688,0,45,nan, >50K,1,2,2
34, Private, Not-in-family, White, Female,0,0,35, United-States, <=50K,2,1,5
44, Private, Husband, White, Male,0,0,40, United-States, <=50K,6,2,11
45, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,6,3,3
20,nan, Other-relative, White, Female,0,0,35, United-States, <=50K,2,1,12
25, Private, Husband, White, Male,0,0,55, United-States, >50K,1,2,2
52, Self-emp-inc, Husband, White, Male,0,0,50, United-States, >50K,1,2,2
20, Private, Own-child, White, Male,0,0,40, United-States, <=50K,6,1,3
28, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,6,1,5
50, State-gov, Husband, White, Male,0,0,40, United-States, >50K,1,2,13
34, Private, Not-in-family, White, Female,0,0,64, United-States, <=50K,8,3,11
28, Private, Husband, Other, Male,0,2179,40, Puerto-Rico, <=50K,9,2,3
41, Private, Husband, White, Male,0,1977,65, United-States, >50K,4,2,2
28, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,1
46, Self-emp-not-inc, Husband, White, Male,0,0,25, United-States, <=50K,2,2,7
28,nan, Wife, White, Female,0,1887,40, United-States, >50K,6,2,12
32, Private, Husband, White, Male,0,0,50, United-States, <=50K,6,2,2
41, Local-gov, Not-in-family, Black, Female,0,0,24, United-States, <=50K,6,3,5
24, Private, Unmarried, Black, Female,0,0,40, United-States, <=50K,2,1,3
33, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,6,3,2
46, Private, Husband, White, Male,15024,0,60, United-States, >50K,10,2,2
31, State-gov, Husband, White, Male,0,0,40, United-States, <=50K,6,2,10
35, Private, Not-in-family, White, Male,0,0,50, United-States, >50K,16,3,7
52, Private, Husband, White, Male,0,0,40, Mexico, <=50K,14,2,10
30, Private, Own-child, White, Female,0,0,19, United-States, <=50K,3,1,5
34, Local-gov, Not-in-family, Black, Male,0,0,40, United-States, <=50K,3,5,10
34, State-gov, Unmarried, White, Female,0,0,40, United-States, <=50K,2,3,8
20, Private, Husband, White, Male,0,0,30, United-States, <=50K,6,2,6
17, Private, Own-child, White, Male,2176,0,18, United-States, <=50K,3,1,3
32, State-gov, Wife, White, Female,0,0,40, United-States, >50K,1,2,2
29, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,3,9
33, Private, Unmarried, White, Female,0,0,35, United-States, <=50K,13,1,7
25, Private, Husband, White, Male,0,0,60, United-States, <=50K,2,2,8
36, Federal-gov, Not-in-family, White, Male,0,1408,40, United-States, <=50K,4,1,4
23, Private, Not-in-family, White, Male,0,0,72, Dominican-Republic, <=50K,2,1,3
63, Self-emp-inc, Husband, White, Male,0,0,40, United-States, >50K,2,2,2
47, Local-gov, Husband, White, Male,0,0,40, United-States, <=50K,4,2,4
80,nan, Not-in-family, White, Male,0,0,24, United-States, <=50K,2,7,12
17,nan, Own-child, White, Male,0,0,40, United-States, <=50K,3,1,12
40, Self-emp-not-inc, Not-in-family, White, Female,2174,0,40, United-States, <=50K,1,4,4
30, Private, Wife, White, Female,0,0,25, United-States, >50K,7,2,5
27, Private, Own-child, Asian-Pac-Islander, Male,0,1980,40, Philippines, <=50K,6,1,7
33, Private, Husband, White, Male,0,0,50, United-States, >50K,4,2,4
34, Local-gov, Not-in-family, Black, Male,594,0,60, United-States, <=50K,2,1,9
34, Local-gov, Not-in-family, White, Female,0,0,40, United-States, <=50K,6,1,13
23, Private, Husband, White, Male,0,0,40, United-States, <=50K,6,2,1
42, Local-gov, Wife, White, Female,0,0,40, United-States, <=50K,6,2,1
29, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,1,1,4
45, Private, Not-in-family, White, Female,0,0,28, United-States, <=50K,2,3,1
24, Federal-gov, Own-child, White, Male,0,0,40, United-States, <=50K,2,1,14
44, Private, Husband, White, Male,0,0,40, United-States, >50K,6,2,4
27, Private, Other-relative, White, Male,0,0,40, Mexico, <=50K,5,1,7
20, Private, Not-in-family, White, Male,0,0,35, United-States, <=50K,6,1,6
44, Private, Unmarried, Black, Female,0,0,40, United-States, <=50K,2,7,2
51, Private, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K,2,2,7
20, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,10
17,nan, Own-child, White, Female,0,0,5, United-States, <=50K,3,1,12
19, Private, Own-child, Black, Female,0,0,40, United-States, <=50K,2,1,10
45, Self-emp-inc, Husband, White, Male,0,0,55, United-States, >50K,6,2,7
60, Private, Husband, White, Male,0,0,40, United-States, >50K,2,2,7
42, Private, Husband, Black, Male,0,0,40,nan, >50K,7,2,2
44, Self-emp-not-inc, Wife, White, Female,0,0,40, United-States, >50K,2,2,6
40, Private, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K,8,2,10
30, Private, Wife, White, Female,0,0,40, United-States, <=50K,2,2,2
38, Private, Husband, Black, Male,0,0,50, United-States, <=50K,6,2,8
23, Private, Husband, White, Male,0,0,60, United-States, <=50K,2,2,8
32,nan, Husband, White, Male,0,0,40, United-States, <=50K,6,2,12
44, Private, Own-child, White, Male,0,0,40, United-States, <=50K,7,1,9
54, Local-gov, Husband, Black, Male,0,0,40, United-States, <=50K,2,2,8
32, Private, Husband, White, Male,0,0,50, United-States, <=50K,1,2,4
50, Private, Unmarried, White, Male,0,0,40, United-States, <=50K,14,4,7
24, Private, Not-in-family, White, Female,0,0,20, United-States, <=50K,1,1,11
37, Private, Wife, White, Female,0,0,60, United-States, <=50K,2,2,1
52, Private, Unmarried, White, Male,0,0,40, United-States, <=50K,2,3,8
38, Private, Husband, White, Male,0,0,40, United-States, <=50K,6,2,8
49, Private, Husband, White, Male,0,1977,45, United-States, >50K,4,2,2
30, Private, Wife, White, Female,0,0,16, United-States, >50K,1,2,11
60, Private, Unmarried, White, Male,0,0,40, United-States, >50K,6,1,4
22,nan, Own-child, White, Male,0,0,40, United-States, <=50K,6,1,12
35, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,1,7
30, Private, Not-in-family, White, Male,0,0,60, United-States, <=50K,2,1,8
67, Private, Not-in-family, White, Female,0,0,24, United-States, <=50K,8,3,5
46, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,1,1,7
17, Private, Not-in-family, White, Male,0,0,6, United-States, <=50K,5,1,5
22, Private, Own-child, White, Male,0,0,30, United-States, <=50K,6,1,3
27, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,13,1,5
23, Private, Unmarried, White, Female,0,0,35, United-States, <=50K,2,1,5
33, Private, Husband, White, Male,0,0,45, Portugal, <=50K,7,2,7
43, Self-emp-not-inc, Husband, White, Male,0,0,20, United-States, <=50K,6,2,7
28, State-gov, Not-in-family, White, Male,0,0,20, United-States, <=50K,1,1,4
41, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,2,4,7
52,nan, Other-relative, Black, Male,594,0,40, United-States, <=50K,16,1,12
25, Private, Own-child, Black, Female,0,0,20, United-States, <=50K,6,4,1
63,nan, Husband, White, Male,0,0,35, United-States, <=50K,14,2,12
59, Local-gov, Husband, White, Male,0,0,45, United-States, <=50K,2,2,8
45, Local-gov, Unmarried, White, Female,0,0,40, United-States, <=50K,1,3,4
38, Private, Husband, White, Male,15024,0,60, United-States, >50K,1,2,6
40, Private, Not-in-family, White, Female,0,0,35, United-States, <=50K,2,1,5
46, Federal-gov, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,3,1
35, Private, Not-in-family, White, Female,0,0,60, United-States, <=50K,7,1,2
34, Private, Unmarried, White, Female,0,0,25, United-States, <=50K,2,3,4
33, Private, Own-child, White, Male,0,0,20, United-States, <=50K,1,1,7
41, Private, Unmarried, White, Female,0,0,36, United-States, <=50K,2,3,1
20, Private, Own-child, White, Male,0,0,40, United-States, <=50K,6,1,10
23, Private, Own-child, White, Male,0,0,40, El-Salvador, <=50K,12,1,5
26, Private, Not-in-family, White, Female,0,0,35, United-States, <=50K,6,1,4
72,nan, Husband, White, Male,0,0,20, United-States, <=50K,2,2,12
23, Local-gov, Not-in-family, White, Male,0,0,40, Poland, <=50K,2,1,9
62, Local-gov, Husband, White, Male,0,0,40, United-States, <=50K,2,2,8
52, Private, Husband, White, Male,0,0,40, United-States, <=50K,6,2,1
58, Private, Unmarried, White, Female,0,0,42, France, <=50K,6,3,5
25, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,1,1,6
24, Private, Not-in-family, Black, Male,0,0,40, United-States, <=50K,1,1,2
19, Private, Own-child, White, Male,0,0,8, United-States, <=50K,6,1,13
43, Private, Husband, White, Male,0,0,40, United-States, <=50K,6,2,2
47, Local-gov, Unmarried, Black, Female,0,0,40, United-States, <=50K,2,5,1
39, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,2,3,5
49, Private, Unmarried, White, Male,0,1380,42, United-States, <=50K,8,4,3
53,nan, Unmarried, Black, Female,0,0,30, United-States, <=50K,12,7,12
32, Private, Not-in-family, White, Male,0,0,45, United-States, <=50K,8,1,7
34, Private, Husband, White, Male,0,0,50, United-States, >50K,6,2,4
28, Private, Not-in-family, White, Male,0,0,45, United-States, <=50K,2,3,7
57,nan, Unmarried, White, Female,0,0,38, United-States, <=50K,8,7,12
25, Private, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K,6,1,1
20,nan, Own-child, White, Male,0,0,24, United-States, <=50K,6,1,12
21,nan, Unmarried, White, Female,0,0,35, United-States, <=50K,6,1,12
34, Private, Husband, White, Male,0,0,50, United-States, >50K,1,2,4
38, Self-emp-inc, Husband, White, Male,15024,0,80, United-States, >50K,1,2,2
50, Private, Husband, White, Male,7688,0,50, United-States, >50K,2,2,2
24, Local-gov, Not-in-family, Black, Male,0,0,50, United-States, <=50K,6,3,3
37, Local-gov, Husband, White, Male,0,0,45, United-States, >50K,6,2,11
44, Private, Unmarried, White, Male,0,0,58, United-States, >50K,6,3,10
28, Private, Wife, White, Female,0,0,40, United-States, <=50K,6,2,6
42, Private, Husband, White, Male,0,0,40, United-States, >50K,1,2,2
74, Private, Not-in-family, White, Female,0,0,9, United-States, <=50K,6,3,1
38, Self-emp-not-inc, Husband, White, Male,0,0,50, United-States, <=50K,2,2,7
44, Self-emp-not-inc, Husband, White, Male,0,0,40, United-States, <=50K,4,2,4
44, Private, Unmarried, Other, Female,0,0,46, Puerto-Rico, <=50K,3,3,10
26, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,1,10
36, Private, Husband, Black, Male,0,0,40, United-States, <=50K,2,2,5
41, Private, Wife, White, Female,0,0,50, United-States, >50K,7,2,2
67, Private, Husband, White, Male,20051,0,48, United-States, >50K,11,2,4
39, Local-gov, Husband, White, Male,0,0,50, United-States, <=50K,16,2,11
57, Private, Not-in-family, Black, Female,0,0,30, United-States, <=50K,14,7,15
29, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,8,5,7
31, Self-emp-inc, Not-in-family, White, Female,0,0,45, United-States, <=50K,1,1,9
34,nan, Unmarried, Black, Female,0,0,40, United-States, <=50K,2,1,12
44, Private, Husband, White, Male,0,0,40, United-States, <=50K,6,2,8
29, Private, Own-child, White, Male,0,0,40, United-States, <=50K,10,1,4
30, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,6,1,3
27, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,1,8
27, Private, Husband, White, Male,0,0,50, United-States, <=50K,6,2,6
32, Private, Not-in-family, White, Female,0,0,45, United-States, <=50K,2,1,3
58, Private, Wife, White, Female,0,0,8, United-States, <=50K,13,2,5
35, Local-gov, Husband, White, Male,0,0,40, United-States, <=50K,6,2,13
21, Private, Own-child, White, Male,0,0,36, United-States, <=50K,2,1,3
28, Private, Unmarried, White, Male,0,0,40, United-States, <=50K,6,1,7
46, Self-emp-not-inc, Not-in-family, White, Male,0,0,50, United-States, <=50K,6,3,2
36, Self-emp-not-inc, Unmarried, White, Female,0,0,40, United-States, <=50K,2,5,5
72, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,3,7,1
35, Private, Wife, Black, Female,0,0,40, United-States, <=50K,2,2,10
33, Federal-gov, Unmarried, Black, Female,0,0,40, United-States, >50K,8,3,7
69, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,3,1,10
35, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,10
31, Private, Unmarried, White, Female,0,0,20,nan, <=50K,2,5,1
34, Private, Wife, White, Female,0,0,32, United-States, <=50K,2,2,11
30, Private, Husband, White, Male,0,0,40, Mexico, <=50K,3,2,5
28, Private, Not-in-family, White, Male,0,0,55, United-States, <=50K,1,1,8
54, Private, Husband, White, Male,0,0,35, United-States, >50K,1,2,6
47, Private, Husband, White, Male,0,0,50, United-States, >50K,6,2,4
24, Private, Unmarried, Black, Female,0,0,40, United-States, <=50K,2,1,3
52, Self-emp-not-inc, Husband, White, Male,0,0,60, United-States, >50K,1,2,4
20, Private, Own-child, Amer-Indian-Eskimo, Male,0,0,48, United-States, <=50K,2,1,3
43, Self-emp-inc, Husband, White, Male,5013,0,45, United-States, <=50K,4,2,2
45, Private, Unmarried, White, Female,0,0,40, Mexico, <=50K,9,5,5
29, Self-emp-not-inc, Not-in-family, White, Male,0,0,35, United-States, <=50K,2,5,7
47, Private, Unmarried, White, Male,0,0,42, United-States, <=50K,4,3,2
24, Private, Own-child, White, Male,0,0,40, United-States, <=50K,2,1,7
51, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,4
17, Private, Own-child, White, Male,0,0,12, United-States, <=50K,3,1,6
37, Private, Husband, White, Male,0,1977,40, United-States, >50K,8,2,7
27, Private, Not-in-family, White, Female,0,0,70, United-States, <=50K,10,1,4
29, Private, Wife, White, Male,0,0,40, United-States, >50K,1,2,2
18,nan, Own-child, White, Male,0,0,25, United-States, <=50K,16,1,12
36, Self-emp-not-inc, Unmarried, White, Female,0,0,35, United-States, <=50K,7,3,6
58, Local-gov, Not-in-family, White, Female,0,0,40, United-States, <=50K,1,1,4
26, Self-emp-not-inc, Husband, White, Male,0,0,45, United-States, <=50K,6,2,7
65,nan, Husband, White, Male,0,0,30, United-States, >50K,6,2,12
57, Private, Husband, White, Male,0,0,40, United-States, >50K,2,2,6
59, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,7
27, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,10
31, Self-emp-not-inc, Not-in-family, White, Male,0,0,40, United-States, <=50K,1,1,11
21, Private, Own-child, White, Female,0,0,24, United-States, <=50K,6,1,6
29, Private, Not-in-family, White, Male,0,0,60, United-States, <=50K,6,1,1
18, Private, Own-child, White, Male,0,0,40, United-States, <=50K,3,1,5
52, Private, Husband, White, Male,0,1887,47, United-States, >50K,13,2,7
57, Self-emp-inc, Not-in-family, White, Male,0,0,80, United-States, <=50K,1,3,4
42,nan, Husband, White, Male,0,0,40, United-States, <=50K,2,2,12
55,nan, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K,2,2,12
60, Private, Not-in-family, White, Male,0,0,48, United-States, >50K,9,1,8
31, Private, Husband, White, Male,7688,0,40, Canada, >50K,1,2,4
23, Private, Own-child, White, Female,0,0,40, United-States, <=50K,1,1,1
27, Private, Own-child, White, Male,0,0,40, United-States, <=50K,2,1,6
23,nan, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K,6,1,12
42, Self-emp-not-inc, Husband, White, Male,0,1902,50, United-States, >50K,11,2,4
25, Private, Not-in-family, White, Male,2174,0,40, United-States, <=50K,6,1,11
49, Private, Not-in-family, White, Female,0,0,45, United-States, <=50K,1,1,4
32, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,1,1,11
19, Private, Own-child, White, Male,0,0,28, United-States, <=50K,6,1,1
60, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,9,3,5
42, Local-gov, Husband, White, Male,0,0,40, United-States, <=50K,5,2,5
35, Self-emp-not-inc, Not-in-family, White, Male,0,0,40, United-States, <=50K,7,1,9
48, Private, Unmarried, Black, Female,0,0,37, United-States, <=50K,2,1,1
51, Private, Husband, White, Male,0,0,40, United-States, >50K,4,2,7
29, Private, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K,2,1,7
36, Local-gov, Not-in-family, Black, Male,0,0,40, United-States, <=50K,2,5,2
17, Private, Own-child, White, Female,0,0,21, United-States, <=50K,13,1,5
52, Private, Not-in-family, White, Female,6849,0,60, United-States, <=50K,4,3,4
24, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,1,7
24, Private, Husband, White, Male,0,0,50, United-States, <=50K,2,2,3
26, Local-gov, Own-child, White, Male,1055,0,40, United-States, <=50K,1,1,4
27, Private, Own-child, White, Female,0,0,20, United-States, <=50K,1,1,5
